"","Orr","Vvd","Cda","D66","Pvda","Glef","wnOrr","wnVvd","wnCda","wnD66","wnPvda","wnGlef"
"634",5.8333,4.7228,4.5877,3.7396,3.1523,2.4783,36,103,246,101,261,49
"635",5.3214,4.7755,4.6234,3.6471,3.048,2.3333,30,102,253,105,261,54
"636",5.5217,4.8609,4.5738,3.6476,2.9796,2.413,23,121,261,107,262,49
"637",5.8571,4.8557,4.5382,3.6474,3.1256,2.4776,30,98,266,163,241,72
"638",5.1429,4.7347,4.6667,3.6689,2.9837,2.6471,22,102,240,154,196,53
"639",5.5385,4.6939,4.7236,3.5232,3.0392,2.5818,26,99,262,156,216,57
"640",5.5294,4.8095,4.6812,3.5372,3.0296,2.6078,35,64,220,126,178,52
"641",5.3333,4.7684,4.6826,3.6603,3.1089,2.5965,29,100,248,161,217,59
"642",5.5238,4.75,4.6143,3.8062,3.1401,2.3542,21,86,242,132,174,51
"643",5.5789,4.6667,4.6109,3.5952,3.2036,2.8372,20,72,250,130,174,45
"644",5.4091,4.5,4.4885,3.625,3.0588,2.5849,24,74,230,135,179,57
"645",5.375,4.5538,4.6339,3.746,2.9379,2.5909,26,69,235,131,188,46
"646",5.6129,4.7215,4.5252,3.566,3.12,2.6346,33,80,250,108,215,53
"647",5.3889,4.7059,4.5783,3.52,3.0625,2.6429,37,87,265,133,244,59
"648",5.9091,4.8636,4.5628,3.656,3.0144,2.4444,33,69,235,130,223,55
"649",5.4848,4.5625,4.5508,3.5476,3.1149,2.3704,36,65,268,131,184,54
"650",5.4483,4.6563,4.5668,3.5588,3.1019,2.4865,31,68,265,142,233,74
"651",5.7895,4.5584,4.5323,3.7209,3.1244,2.6296,38,78,268,129,216,55
"652",5.52,4.6707,4.5564,3.5238,3.0467,2.4524,26,85,289,107,225,42
"653",5.2308,4.8095,4.6903,3.6036,2.9669,2.5227,26,66,241,115,194,48
"654",5.65,4.6364,4.463,3.68,2.9714,2.6957,22,92,235,101,223,47
"655",5.4688,4.6667,4.6064,3.5851,3.0884,2.3469,33,57,200,98,190,50
"656",5.5,4.8235,4.5962,3.6489,2.96,2.3333,23,68,221,97,212,49
"657",5.64,4.7634,4.671,3.5816,3.0595,2.5946,26,97,241,100,194,37
"658",5.9167,4.6495,4.772,3.678,3.0524,2.5577,37,103,267,125,215,53
"659",5.7826,4.7317,4.6821,3.6078,3.0966,2.4262,24,86,302,104,225,63
"660",5.2692,4.9839,4.6782,3.5333,3.0751,2.6852,27,62,281,108,224,56
"661",5.375,4.6462,4.6698,3.5246,3.0495,2.5577,25,71,234,127,209,55
"662",5.0667,4.9726,4.6498,3.5102,3.0938,2.5,31,82,269,100,200,52
"663",5.2903,4.63,4.671,3.6032,3.1294,2.5745,32,102,332,129,271,49
"664",5.5294,4.8358,4.6618,3.6146,3.1891,2.4151,18,69,298,103,217,55
"665",5.4444,4.7011,4.7336,3.5597,2.9901,2.4054,28,93,296,137,218,37
"666",5.4643,4.7442,4.6307,3.5411,3.24,2.2881,29,94,309,152,244,59
"667",5.75,4.7531,4.5868,3.7864,3.0894,2.6829,36,82,258,103,254,42
"668",5.8889,4.7632,4.6226,3.5278,3.0479,2.68,38,77,280,112,195,50
"669",5.5862,4.8378,4.673,3.5636,3.086,2.3913,29,75,222,114,238,47
"670",5.9583,4.7143,4.6742,3.5588,3.3014,2.32,26,72,284,143,223,52
"671",5.0968,4.7826,4.7808,3.748,2.9854,2.5758,32,69,271,127,221,67
"672",5.0526,4.7349,4.6073,3.6942,2.9845,2.4,39,84,260,125,203,41
"673",5.5806,4.8904,4.559,3.6476,3.1345,2.5102,32,76,240,111,183,52
"674",5.48,4.8132,4.5039,3.46,3.1934,2.4074,27,93,264,102,188,30
"675",5.875,4.6344,4.6579,3.4144,3.0632,2.2353,42,95,240,114,182,53
"676",5.5775,4.6322,4.67615,3.51125,3.02325,2.33335,0,0,0,0,0,0
"677",5.28,4.63,4.6944,3.6081,2.9833,2.4314,26,103,349,155,250,52
"678",5.75,4.7467,4.5867,3.625,3.1414,2.6765,30,77,290,122,212,37
"679",5.4571,4.9022,4.5573,3.6327,3.1463,2.5306,38,94,277,148,260,50
"680",5.4828,4.6867,4.6028,3.6944,3.0882,2.6222,31,84,295,115,224,46
"681",5.6129,4.863,4.7355,3.5081,3.0876,2.434,33,77,291,130,231,56
"682",5.3846,4.6543,4.6862,3.6522,3.2378,2.2432,27,82,264,116,199,40
"683",5.7143,4.5441,4.6667,3.5842,3.1823,2.1667,21,70,231,102,202,44
"684",5.5217,4.8118,4.5665,3.6944,3.1714,2.4082,27,87,278,109,186,52
"685",5.1212,4.809,4.6202,3.6134,3.0729,2.6071,34,90,270,123,210,58
"686",5.5854,4.7391,4.7143,3.6273,3.2047,2.3214,41,94,247,114,183,56
"687",5.5,4.8146,4.6124,3.6419,3.0665,2.2973,65,185,499,378,361,114
"688",5.9459,4.8387,4.8148,3.6632,2.9273,2.5714,37,99,211,205,178,51
"689",6.0625,4.7083,4.5833,3.7953,2.8462,2.5238,34,74,192,177,155,43
"690",5.52,4.8608,4.597,3.6667,3.1327,2.7,30,83,215,162,120,41
"691",5.72,4.7079,4.6055,3.7234,3.109,2.6,29,91,235,193,168,32
"692",5.12,4.7885,4.6623,3.6257,3.0735,2.6279,26,109,250,188,146,45
"693",5.6364,4.7143,4.5753,3.7598,3.0545,2.3778,35,86,225,213,176,46
"694",5.7576,4.7123,4.5749,3.7152,2.9922,2.8269,33,75,215,164,139,54
"695",5.1176,4.7526,4.6165,3.5793,2.9727,2.5,37,104,226,150,120,31
"696",5.3962,4.8392,4.7293,3.6392,3.0292,2.602,57,146,393,335,290,100
"697",5.8615,4.6078,4.6564,3.5475,3.0688,2.6618,68,165,414,276,258,70
"698",5.4474,4.7083,4.7385,3.5724,2.9931,2.48,41,100,212,156,151,53
"699",5.5,4.8256,4.6567,3.7178,3.1429,2.6346,28,89,244,169,155,53
"700",5.5909,4.8526,4.7596,3.6303,3.1519,2.7045,25,99,205,175,172,46
"701",5.4483,4.619,4.6224,3.7683,3.0592,2.7083,30,92,209,170,163,48
"702",5.871,4.7326,4.5337,3.6159,3.1898,2.2727,33,88,207,162,147,45
"703",5.0833,4.7011,4.6359,3.6196,3.1145,2.3846,24,90,217,170,178,54
"704",5.4545,4.7767,4.7377,3.637,2.9353,2.28,35,108,195,138,147,51
"705",5.7826,4.8854,4.6976,3.5608,3.0927,2.1042,24,97,218,155,165,49
"706",5.2941,4.8261,4.6117,3.7866,3.1439,2.4186,36,97,202,171,140,45
"707",5.5714,4.6463,4.5978,3.5723,3.114,2.4151,28,85,199,164,123,53
"708",5.625,4.7556,4.6796,3.625,3.032,2.5714,32,94,189,175,132,52
"709",5.7308,4.8354,4.771,3.6647,3.2266,2.7385,27,82,228,181,140,65
"710",5.5455,4.7549,4.797,3.5087,3.1875,2.4783,34,105,215,182,137,50
"711",5.5,4.7612,4.6857,3.5824,3.1455,2.5472,37,75,227,191,123,54
"712",5.4,4.74,4.5882,3.642,3.1429,2.4808,32,103,251,182,106,52
"713",5.7632,4.6629,4.6432,3.602,3.05,2.7556,40,93,207,201,128,45
"714",5.4483,4.7867,4.6374,3.719,3.1712,2.1163,29,76,200,159,118,44
"715",5.6129,4.6092,4.6409,3.5,3.0714,2.4146,33,89,191,159,138,43
"716",5.4815,4.9178,4.8054,3.537,3.3362,2.5682,28,80,164,175,123,45
"717",6,4.6102,4.5882,3.6908,2.9537,2.3696,35,62,173,158,113,47
"718",5.6563,4.7286,4.5605,3.7287,2.9655,2.25,32,73,174,137,127,33
"719",5.6667,4.6184,4.7333,3.6667,3.2205,2.5918,22,81,194,159,141,49
"720",5.6667,4.6364,4.6871,3.5779,3.3119,2.5192,33,82,178,162,115,54
"721",5.2424,4.8219,4.5862,3.5177,3.1,2.5,35,75,185,150,106,36
"722",5.7826,4.9726,4.6174,3.7133,3.1963,2.4634,26,80,169,158,115,43
"723",5.4483,4.5921,4.625,3.7092,2.9907,2.4615,30,80,185,149,113,41
"724",5.6071,4.6418,4.5669,3.5674,3.1316,2.6216,29,71,172,146,121,38
"725",5.6364,4.7794,4.7844,3.496,2.9545,2.7273,33,70,179,130,96,35
"726",5.7667,4.8169,4.7483,3.6094,3.08,2.6279,31,72,159,134,131,46
"727",5.0345,4.6145,4.5538,3.7452,3.1608,2.6364,29,87,194,163,153,45
"728",5.422,4.67345,4.5074,3.71815,3.1552,2.56105,26,55,163,125,105,37
"729",5.8095,4.7324,4.461,3.6911,3.1496,2.4857,0,0,0,0,0,0
"730",5.6061,4.8242,4.6537,3.6624,3.1967,2.6667,27,86,183,131,135,37
"731",5.45,4.7619,4.6804,3.6711,3.0423,2.3636,38,91,221,162,134,46
"732",5.4074,4.8846,4.7941,3.5116,3.122,2.4571,23,65,213,164,152,45
"733",5.5,4.7857,4.5319,3.5944,3.1615,2.4194,28,84,184,134,127,37
"734",5.3333,4.7071,4.6273,3.5906,3.0313,2.6885,34,90,206,150,140,62
"735",5.5143,4.7059,4.629,3.6076,3.0611,2.3667,26,104,235,159,137,61
"736",5.3714,4.7714,4.5,3.6913,3.0154,2.78,35,109,238,165,144,63
"737",5.6563,4.8556,4.5029,3.6343,2.935,2.6452,35,108,216,164,135,52
"738",5.5313,4.6273,4.492,3.6357,3.0242,2.6415,36,95,191,142,132,63
"739",5.7333,4.8624,4.6429,3.646,3.1349,2.4565,33,112,202,137,133,55
"740",5.3667,4.8529,4.596,3.7151,3.087,2.5333,32,114,194,167,132,48
"741",5.1429,4.6981,4.9027,3.6087,3.1944,2.566,32,104,209,178,122,61
"742",5.303,4.6636,4.6818,3.5802,3.1557,2.2979,28,107,202,149,115,54
"743",5.0323,4.7647,4.6744,3.7389,2.9265,2.5846,35,116,214,135,131,47
"744",5.5758,4.6742,4.56,3.6424,2.9902,2.6286,31,107,230,167,148,67
"745",5.68,4.8333,4.6532,3.5223,3.1837,2.3793,34,96,188,161,110,36
"746",5.3103,4.8478,4.6929,3.5285,3.0261,2.3939,26,80,185,164,106,30
"747",5.375,4.6353,4.4767,3.7338,3.1071,2.4211,31,95,148,130,123,33
"748",5.5517,4.7048,4.5928,3.7297,2.8522,2.359,34,86,182,145,118,38
"749",5.4,4.9684,4.4836,3.5319,3.1846,2.7407,29,107,181,160,119,42
"750",5.2727,4.8317,4.6757,3.6419,3.0741,2.6579,33,96,227,147,138,28
"751",5.5455,4.8554,4.5959,3.5306,3.1389,2.8333,34,104,196,152,144,38
"752",5.5,4.6237,4.6282,3.6449,2.959,2.4706,36,86,200,149,151,43
"753",5.6905,4.8085,4.6753,3.6624,3.0263,2.6316,38,96,171,115,132,35
"754",5.625,4.8409,4.6344,3.6617,3.0593,2.5957,44,98,245,166,159,39
"755",5.6774,4.7253,4.5169,3.5532,3.0746,2.5227,24,91,205,136,138,49
"756",5.5333,4.8427,4.5679,3.5929,3.2206,2.5455,35,95,196,145,149,45
"757",5.5,4.75,4.484,3.5846,2.9744,2.4889,30,96,171,145,143,33
"758",5.5714,4.7451,4.608,3.7279,3.1511,2.825,18,89,198,137,126,48
"759",5.2857,4.8488,4.5278,3.7345,3.2075,2.7407,29,107,190,141,149,42
"760",6.1429,4.7526,4.5909,3.6239,3.1538,2.4474,28,88,151,117,109,28
"761",5.4211,4.9277,4.6467,3.7365,3.1811,2.6,21,99,168,122,119,39
"762",5.6129,4.7553,4.6615,3.5033,3.1314,2.6842,20,86,163,153,133,36
"763",5.5161,4.5856,4.6294,3.4752,3.2698,2.5185,31,95,197,157,143,38
"764",5.5667,4.5556,4.614,3.6452,3.2282,2.4359,32,117,207,149,136,55
"765",5.1429,4.75,4.5029,3.6913,3.12,2.4865,36,110,192,158,166,41
"766",5.4412,4.7156,4.6378,3.6242,3.2105,2.4571,31,90,190,156,163,38
"767",4.9375,4.598,4.5497,3.6953,3.2403,2.4865,38,112,204,155,161,35
"768",5.3429,4.7419,4.525,3.7069,3.1966,2.5,33,109,193,132,143,37
"769",5.9032,4.789,4.545,3.65,3.2313,2.8182,36,97,174,123,129,32
"770",5.4242,4.9333,4.5354,3.7967,3.4,2.6341,32,114,207,107,142,22
"771",5.1071,4.7363,4.5455,3.6815,3.1226,2.7838,34,75,209,129,121,41
"772",5.1081,4.7561,4.5607,3.64,3.109,2.8667,33,96,236,161,171,38
"773",5.4375,4.6596,4.4444,3.5899,3.2185,2.5946,39,127,258,157,162,48
"774",5.3077,4.6374,4.5317,3.6336,3.1579,2.9231,18,97,211,144,128,42
"775",5.5,4.642,4.5172,3.7315,3.1973,2.7451,26,93,222,137,144,43
"776",5.7742,4.6582,4.5026,3.7094,3.1161,2.6154,46,83,216,116,165,54
"777",5.439,4.7439,4.4753,3.68,3.2901,2.55,32,80,211,123,122,42
"778",5.3333,4.78,4.5885,3.5631,3.0211,2.5938,43,83,178,129,140,40
"779",5.1379,4.5315,4.3905,3.6129,3.2405,2.2667,27,104,202,112,156,35
"780",5.72,4.7727,4.4365,3.6174,3.1,2.5806,29,112,223,193,181,47
"781",5.2778,4.4746,4.3724,3.7,3.1628,2.5588,19,61,157,123,94,36
"782",5.2308,4.5784,4.4833,3.6993,3.0248,2.5385,40,107,205,147,132,39
"783",5.7805,4.5,4.5825,3.4892,3.1095,2.5319,41,95,214,147,148,50
"784",5.5588,4.625,4.4434,3.6323,2.9864,2.5577,36,123,233,159,159,52
"785",5.6207,4.495,4.434,3.4384,3.1104,2.4419,29,103,232,157,166,46
"786",5.4545,4.5566,4.4734,3.5329,3.0567,2.5588,34,109,215,161,151,37
"787",5.7391,4.7377,4.4327,3.5774,3.0764,2.9107,50,126,220,177,175,59
"788",5.6452,4.6759,4.4848,3.7368,2.8346,2.6,34,113,180,137,134,56
"789",5.3902,4.8384,4.4615,3.6096,3.1783,2.6,44,102,183,151,139,41
"790",5.3714,4.8125,4.6316,3.6772,3.1416,2.3556,38,101,201,136,123,47
"791",5.6818,4.602,4.6243,3.6269,2.8359,2.4894,24,101,181,140,136,49
"792",5.625,4.7053,4.3951,3.6331,3.0381,2.6122,41,97,173,145,114,50
"793",5.5,4.7312,4.3681,3.6181,3.2288,2.4898,47,97,200,149,127,51
"794",5.3226,4.6827,4.5556,3.7376,3.0439,2.5789,31,106,212,146,123,38
"795",5.8,4.6914,4.7107,3.662,3.0571,2.9487,33,85,171,150,114,39
"796",5.5,4.7816,4.4745,3.7831,3.1613,2.8913,47,91,206,172,132,48
"797",5.3611,4.6972,4.5422,3.5105,3.1739,2.4107,36,111,179,146,126,57
"798",5.3636,4.875,4.4811,3.5828,3.1855,2.8182,34,113,200,156,136,44
"799",5.4375,4.5761,4.5171,3.5556,3.2432,2.7,35,96,229,130,117,50
"800",5.6757,4.5446,4.5231,3.5321,3.1265,2.4118,38,117,228,160,180,69
"801",5.6552,4.605,4.6512,3.5521,3.194,2.5507,29,122,185,170,145,75
"802",5.697,4.63,4.6364,3.6646,3.313,2.4848,35,104,215,165,129,69
"803",5.6552,4.6771,4.6438,3.6029,3.4128,2.5641,30,102,156,142,121,39
"804",5.4,4.7222,4.4892,3.4902,2.876,2.6207,39,114,202,162,143,60
"805",5.1212,4.602,4.6354,3.5,2.945,2.7321,37,99,200,182,123,56
"806",5.7407,4.7863,4.6346,3.5306,3.0661,2.5192,27,120,165,152,125,52
"807",5.0526,4.7349,4.4966,3.5846,3.0902,2.4615,19,88,158,137,132,39
"808",5.575,4.6893,4.6121,3.6525,3.1019,2.6512,43,110,174,148,112,43
"809",4.9048,4.4524,4.4737,3.4522,3.2155,2.5952,24,89,183,163,122,43
"810",5.3235,4.5856,4.5466,3.5238,3.2121,2.7959,36,115,169,129,106,49
"811",5,4.766,4.6438,3.5217,3.1688,2.2667,28,94,154,119,79,30
"812",5.68,4.5287,4.4218,3.6042,3,2.4583,26,89,161,101,100,48
"813",5.4,4.7788,4.6084,3.5469,3.211,2.54,26,106,184,136,119,52
"814",5.5625,4.7712,4.5094,3.519,3.1639,2.5106,33,122,228,160,133,48
"815",5.6452,4.7667,4.5291,3.5973,3.0971,2.7442,32,96,205,152,112,46
"816",5.6053,4.7652,4.5206,3.5263,3.1188,2.6,42,121,209,121,104,36
"817",5.641,4.713,4.5486,3.6176,3.1628,2.9375,44,112,189,140,139,33
"818",5.0833,4.5766,4.4407,3.4846,3.112,2.3684,26,116,191,134,132,38
"819",5.64,4.701,4.5185,3.6532,3.1508,2.4848,26,98,201,126,131,35
"820",5.0952,4.7262,4.471,3.5772,3.1296,2.4615,22,88,169,126,115,39
"821",5.1304,4.6543,4.5865,3.6442,2.98,2.4375,25,84,143,109,107,33
"822",5.3793,4.7396,4.6,3.6296,3.0826,2.8947,31,103,172,115,120,39
"823",5.4839,4.5833,4.5928,3.6991,3.0192,2.6842,31,86,179,115,111,40
"824",5.4444,4.6893,4.5882,3.6475,3.0645,2.76,37,105,150,130,104,51
"825",5.32,4.6667,4.5986,3.74,3.0098,2.3056,28,89,161,104,117,37
"826",5.5185,4.6806,4.539,3.6417,3.1224,2.66,27,74,152,123,105,50
"827",5.2424,4.7755,4.3846,3.5917,3.1371,2.5,34,101,173,126,131,39
"828",5.4242,4.6444,4.5276,3.5478,3.1284,2.6444,35,95,171,117,117,46
"829",5.25,4.7582,4.6369,3.5439,3.0574,2.5111,33,96,188,118,132,46
"830",5.4706,4.9195,4.5202,3.5887,3.0086,2.3958,35,91,180,131,123,49
"831",5.1563,4.6525,4.6302,3.5924,3.1783,2.5,33,124,204,160,168,46
"832",5.65,4.5195,4.5,3.6122,3.019,2.8966,21,82,126,106,112,30
"833",5.1481,4.9367,4.3556,3.4396,3.068,2.4,29,83,142,95,110,43
"834",5.0882,4.6778,4.3728,3.5191,3.0787,2.45,38,92,177,132,135,41
"835",5.1579,4.5847,4.538,3.5076,3.2481,2.4884,41,122,170,137,141,45
"836",5.6286,4.6556,4.474,3.6195,2.9338,2.6136,36,91,167,118,158,45
"837",5.25,4.6466,4.5514,3.6687,3.0759,2.6852,37,117,195,171,164,56
"838",5.1875,4.7456,4.2638,3.5641,2.9514,2.4237,34,118,173,162,152,61
"839",5.2143,4.625,4.4503,3.6721,2.8915,2.48,30,108,156,127,143,52
"840",5.3333,4.578,4.4044,3.688,2.9857,2.4865,32,110,149,130,148,38
"841",5.8529,4.6754,4.2794,3.6803,3.0432,2.6316,36,116,148,125,168,59
"842",5.3056,4.6434,4.3671,3.681,3.0881,2.5556,38,143,171,168,167,66
"843",5.1316,4.4754,4.4058,3.6423,2.9735,2.6897,41,128,141,141,153,59
"844",5.0303,4.4962,4.3534,3.7794,2.9925,2.5,35,141,141,139,138,68
"845",5.1176,4.6356,4.5597,3.6,3.1875,2.5556,55,126,149,143,146,56
"846",5.4324,4.4483,4.4059,3.5822,2.9057,2.6047,40,90,110,147,109,47
"847",5.1129,4.5021,4.3728,3.6735,3.123,2.6104,69,245,247,254,329,83
"848",5.4,4.6376,4.4126,3.6306,3.0507,2.5529,88,226,281,272,351,89
"849",5.0789,4.7313,4.436,3.6448,3.0353,2.4824,78,238,302,273,367,87
"850",5.2973,4.7807,4.4356,3.675,3.0244,2.6053,38,119,170,123,171,38
"851",5.2941,4.4615,4.461,3.6605,2.9348,2.5897,37,113,154,167,192,40
"852",4.825,4.6993,4.5755,3.6301,2.9885,2.3333,41,146,147,154,183,38
"853",5.119,4.5706,4.4255,3.4671,3.0994,2.2963,44,166,148,157,180,27
"854",5,4.6343,4.4458,3.61,3.0268,2.5068,80,280,257,315,400,76
"855",5.525,4.5,4.3846,3.7171,3.0165,2.6452,42,128,160,160,199,34
"856",4.8824,4.5775,4.4828,3.5866,3.0057,2.5135,37,148,185,192,193,37
"857",5,4.609,4.4899,3.6596,3.1005,2.4118,38,165,160,145,208,34
"858",4.9714,4.622,4.5033,3.5298,3.0924,2.359,36,170,159,159,196,39
"859",5.025,4.5784,4.3986,3.5327,3.0571,2.8,43,104,149,110,150,26
"860",5.3571,4.6224,4.5217,3.5161,3.0765,2.1739,32,102,150,130,211,24
"861",4.9583,4.6901,4.6489,3.6074,2.9899,2.7273,54,146,206,169,207,22
"862",5.037,4.8209,4.4286,3.7578,2.9543,2.5714,27,136,160,134,209,37
"863",5.25,4.6667,4.5508,3.5455,3.0634,2.4444,38,129,123,113,149,27
"864",5.0833,4.6176,4.472,3.5705,3.1053,2.1875,26,139,166,160,199,32
"865",5.5714,4.6596,4.5432,3.5949,3,2.766,37,152,177,164,225,47
"866",5.0313,4.7468,4.5273,3.7256,2.9657,2.3158,34,159,176,169,216,40
"867",5.4615,4.5597,4.5247,3.5887,3.0324,2.3871,54,139,175,145,226,32
"868",5.4423,4.6382,4.2667,3.5789,3.1202,2.5294,52,159,203,159,216,34
"869",5.4103,4.6102,4.5235,3.544,2.9942,2.5517,41,120,159,127,181,29
"870",5.5294,4.6349,4.5689,3.6928,2.9802,2.6304,35,131,177,173,221,50
"871",5.2162,4.6579,4.5368,3.6131,3.1512,2.375,41,117,145,139,187,25
"872",5.2571,4.5455,4.5032,3.7226,3.156,2.6667,38,103,162,144,154,30
"873",5.6667,4.5,4.2688,3.5797,3.125,2.5909,30,113,169,143,173,47
"874",5.4074,4.5354,4.3833,3.5048,3.1258,2.4615,27,101,124,109,159,26
"875",5.1667,4.7227,4.3869,3.6,3.1224,2.6857,28,124,150,119,154,36
"876",5.4688,4.5593,4.3846,3.5417,3.1283,2.5429,32,122,162,128,195,36
"877",5.1429,4.6,4.2764,3.6277,3.0802,2.5625,29,125,136,142,170,35
"878",5.3857,4.6337,4.3728,3.5179,3.017,2.6,77,250,294,257,316,83
"879",5.2687,4.5773,4.4126,3.7046,3.1231,2.3393,72,202,302,245,295,58
"880",5.2778,4.5815,4.5238,3.5023,3.1333,2.5814,81,236,288,228,329,88
"881",5.1842,4.5307,4.3839,3.5549,2.9585,2.4557,48,186,231,185,239,83
"882",5.2456,4.6638,4.3598,3.6134,3.0192,2.3056,57,239,251,210,278,72
"883",5.4194,4.7184,4.3717,3.581,3.0902,2.2059,34,107,119,111,144,35
"884",5.1818,4.4861,4.4524,3.5857,3.2889,2.3333,12,74,86,71,96,12
"885",5.5758,4.4762,4.3115,3.5273,3.0504,2.7209,33,107,129,116,143,44
"886",5.6563,4.543,4.2465,3.4954,3.0881,2.7838,36,157,154,112,167,39
"887",5.2373,4.679,4.4448,3.6477,3.2422,2.6344,65,280,338,274,353,94
"888",5.1692,4.6067,4.299,3.6402,3.1304,2.6494,67,275,322,275,340,79
"889",4.9655,4.7063,4.3526,3.6077,3.1271,2.3143,29,145,166,135,203,35
"890",5.2778,4.6992,4.3018,3.6467,3.2431,2.4872,38,138,172,155,189,39
"891",5.4048,4.7338,4.2804,3.7172,3.191,2.4884,45,142,198,151,186,47
"892",5.1644,4.5316,4.351,3.5972,3.1605,2.5802,77,271,329,286,409,89
"893",5.2381,4.6213,4.2625,3.6267,3.0727,2.7051,86,282,318,226,353,79
"894",5.2667,4.5414,4.4028,3.5313,3.0506,2.537,31,163,153,100,165,56
"895",5.0316,4.5802,4.3627,3.7151,2.9709,2.5673,101,444,294,194,331,105
"896",5.641,4.5,4.4895,3.5165,3.0791,2.5682,41,225,148,93,193,45
"897",5.3429,4.6413,4.2593,3.7103,3.1282,2.814,38,194,150,109,168,44
"898",5.5952,4.6686,4.2977,3.5688,3.0357,2.4894,44,182,140,111,179,48
"899",5.15,4.6458,4.224,3.596,2.9937,2.4464,43,200,135,104,168,57
"900",5.4722,4.4052,4.2733,3.5946,3.0625,2.7091,37,241,166,115,180,56
"901",4.9412,4.5837,4.2609,3.7677,3.1133,2.5526,36,217,144,104,160,40
"902",5.3125,4.637,4.5045,3.6923,3.15,2.6579,32,152,119,94,169,39
"903",5.3333,4.537,4.2571,3.5755,3.1377,2.717,22,173,148,107,174,55
"904",5.2571,4.6108,4.4336,3.6129,3.0584,3.0732,40,174,119,129,144,42
"905",5.5882,4.4545,4.2821,3.6667,3.2109,2.6061,35,138,118,90,136,33
"906",5.5161,4.6316,4.4605,3.6033,3.1111,2.5854,34,177,154,123,180,41
"907",5.2353,4.4865,4.2881,3.7449,3.0515,2.7674,36,152,127,101,149,44
"908",5.0303,4.6467,4.4355,3.648,2.9677,2.6905,33,187,136,128,165,44
"909",5.5588,4.4941,4.3985,3.5351,3.2795,2.6909,35,181,141,123,177,55
"910",5.2647,4.66,4.3388,3.6609,3.1141,2.5385,35,156,126,117,158,54
"911",4.963,4.6597,4.2419,3.5326,3.195,2.7333,30,149,131,94,171,45
"912",5.0882,4.6011,4.4419,3.6286,3.2267,2.6333,36,186,139,109,183,60
"913",5.2667,4.7129,4.4444,3.5802,3.3333,2.5246,30,213,146,132,202,62
"914",4.9231,4.6545,4.5139,3.5492,3.2196,2.4,29,194,152,125,227,55
"915",5.3636,4.6831,4.5317,3.5361,3.0353,2.6786,22,149,130,99,182,29
"916",5.25,4.5783,4.4846,3.8296,3.1189,2.6667,48,172,137,140,189,46
"917",5.0909,4.5814,4.491,3.6783,3.1244,2.8,44,221,183,144,222,66
"918",5.093,4.5964,4.3802,3.7054,3.2315,2.6545,44,231,198,135,221,57
"919",5.5758,4.5258,4.3812,3.7734,3.0753,2.6406,37,205,191,133,199,65
"920",5.5667,4.6061,4.3684,3.582,3.1257,2.7941,31,175,143,123,200,38
"921",5.3846,4.5899,4.3511,3.6538,3.2326,2.7674,46,143,135,136,182,44
"922",5.3529,4.5291,4.6047,3.6091,3.242,2.8043,41,194,138,115,170,46
"923",5.3673,4.5114,4.442,3.681,3.2446,2.8302,50,182,151,119,193,54
"924",5.725,4.3176,4.4074,3.7545,3.0722,2.7436,42,154,144,113,187,39
"925",5.5625,4.5369,4.439,3.5579,3.2604,2.7027,36,159,132,98,180,37
"926",5.4324,4.5705,4.4876,3.6374,3.2535,2.6571,39,156,129,97,148,36
"927",5.303,4.6,4.392,3.7182,3.1299,2.439,36,174,135,111,190,42
"928",5.4333,4.4795,4.3712,3.617,3.1419,2.7949,32,178,143,97,159,40
"929",5.4667,4.559,4.3984,3.6092,3.2611,2.5455,32,162,135,89,190,45
"930",5.0294,4.7313,4.3389,3.4762,3.1909,2.7952,73,334,259,240,372,83
"931",5.3171,4.5628,4.5523,3.7459,3.2727,2.8163,44,211,183,129,229,52
"932",5.48,4.6632,4.4358,3.6565,3.1902,2.6542,80,296,278,235,325,108
"933",5.2667,4.6142,4.4755,3.6571,3.3224,2.7143,33,132,157,106,161,42
"934",5.1429,4.5514,4.5523,3.7031,3.1226,2.5536,36,222,186,134,229,56
"935",5,4.6732,4.627,3.6893,3.129,2.6327,39,155,129,108,168,51
"936",5.1818,4.6885,4.5417,3.5952,3.1571,2.7222,11,61,50,42,71,18
"937",5.35,4.6569,4.4667,3.7679,3.2231,2.8333,20,108,97,57,134,42
"938",5.0811,4.7657,4.5099,3.5221,3.1762,2.7885,38,180,159,115,205,54
"939",5.1951,4.578,4.5,3.6875,3.0879,2.8182,44,181,172,117,199,56
"940",5.25,4.5663,4.2922,3.6455,3.2428,2.5455,37,169,165,114,190,47
"941",5.0444,4.4898,4.5035,3.6733,3.1398,2.9216,51,150,151,104,194,53
"942",5.4231,4.5633,4.424,3.6364,3.2067,2.6557,56,165,138,115,164,61
"943",5.3158,4.6575,4.3696,3.5887,3.1905,2.4655,40,149,140,128,160,58
"944",5.12,4.7241,4.4154,3.6829,3.2143,3.025,26,150,138,87,162,41
"945",5.3243,4.5223,4.2284,3.6129,3.1844,2.8472,39,162,168,124,190,73
"946",5.1579,4.6667,4.3907,3.7807,3.1104,2.5741,42,148,157,117,168,54
"947",5.22,4.5115,4.298,3.5505,3.2674,2.8571,54,178,160,111,199,85
"948",5.0811,4.4036,4.3836,3.5917,3.119,2.5412,37,174,166,124,176,87
"949",5.2692,4.5789,4.3007,3.6458,3.191,2.8406,26,177,153,102,184,72
